HONDA	SONIC 150 R	NEW SONIC 150R	2014,2015,2016,2017,2018,2019,2020,2021	HITAM,MERAH,PUTIH,ORANYE,MAGENTA / PINK
HONDA	SPACY SERIES	SPACY FI	2012,2013,2014,2015,2016,2017,2018	HITAM,MERAH,PUTIH,BIRU,HIJAU
HONDA	SPACY SERIES	SPACY	2011,2012,2013,2014,2015,2016,2017,2018	HITAM,MERAH,PUTIH,ABU-ABU,BIRU,ORANYE,SILVER,COKLAT,GOLD,VIOLET,HIJAU
HONDA	SUPRA GTR 150	SUPRA GTR 150	2016,2017,2018,2019,2020,2021	HITAM,MERAH,PUTIH,ORANYE,HITAM-BIRU
HONDA	SUPRA X SERIES	NEW SUPRA X 125 FI	2014,2015,2016,2017,2018,2019,2020,2021	HITAM,MERAH,PUTIH,BIRU,PUTIH-HITAM
HONDA	SUPRA X SERIES	SUPRA X 125 HELM-IN FI	2011,2012,2013,2014,2015,2016,2017,2018	HITAM,MERAH,BIRU,VIOLET
HONDA	SUPRA X SERIES	SUPRA X 125	2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015	HITAM,MERAH,PUTIH,ABU-ABU,BIRU,ORANYE,SILVER,COKLAT,GOLD,VIOLET,HIJAU,HITAM-MERAH
HONDA	SUPRA X SERIES	SUPRA X	2000,2001,2002,2003,2004,2005	HITAM,MERAH
HONDA	VARIO 125 SERIES	ALL NEW VARIO 125 ESP CBS ISS	2018,2019,2020,2021	HITAM,MERAH,PUTIH,BIRU,PUTIH-BIRU,PUTIH-MERAH
HONDA	VARIO 125 SERIES	VARIO 125 TECHNO	2011,2012,2013,2014,2015,2016,2017,2018,2019	HITAM,MERAH,PUTIH,BIRU,ORANYE,COKLAT,VIOLET
HONDA	VARIO 125 SERIES	VARIO 125 ESP	2011,2012,2013,2014,2015,2016,2017,2018,2019	HITAM,MERAH,PUTIH,BIRU,COKLAT,MAGENTA / PINK
HONDA	VARIO 125 SERIES	VARIO 125 ESP CBS	2015,2016,2017,2018	HITAM,COKLAT,PUTIH-BIRU,PUTIH-SILVER,PUTIH-MERAH
HONDA	VARIO 125 SERIES	VARIO 125 ESP CBS ISS	2015,2016,2017,2018	HITAM,MERAH,PUTIH,ABU-ABU,BIRU,ORANYE,SILVER,COKLAT,GOLD,VIOLET,HIJAU
HONDA	VARIO 125 SERIES	ALL NEW VARIO 125 ESP CBS	2018,2019,2020,2021	HITAM,MERAH,PUTIH,ABU-ABU,BIRU
HONDA	VARIO 150 SERIES	VARIO 150 ESP	2015,2016,2017,2018,2019	HITAM,MERAH,PUTIH,ABU-ABU,BIRU,SILVER,COKLAT,PUTIH-MERAH
HONDA	VARIO 150 SERIES	ALL NEW VARIO 150 ESP	2018,2019,2020,2021	HITAM,MERAH,PUTIH,ABU-ABU,BIRU
HONDA	VARIO 110 SERIES	VARIO 110 ESP CBS ISS	2014,2015,2016,2017,2018,2019	HITAM,MERAH,PUTIH,ABU-ABU,BIRU,PUTIH-BIRU,PUTIH-MERAH
HONDA	VARIO 110 SERIES	VARIO 110 TECHNO	2011,2012,2013,2014	HITAM,MERAH,ORANYE,PUTIH-BIRU,PUTIH-SILVER
HONDA	VARIO 110 SERIES	VARIO 110	2011,2012,2013,2014,2015,2016,2017,2018,2019	HITAM,MERAH,PUTIH,ABU-ABU,BIRU,ORANYE,SILVER,COKLAT,GOLD,VIOLET,HIJAU
HONDA	VARIO 110 SERIES	VARIO 110 ESP	2014,2015,2016,2017,2018,2019	HITAM,MERAH,PUTIH,ABU-ABU,BIRU,ORANYE,SILVER,COKLAT,GOLD,VIOLET,HIJAU,PUTIH-BIRU
HONDA	VARIO 110 SERIES	VARIO 110 ESP CBS	2014,2015,2016,2017,2018,2019	HITAM,MERAH,PUTIH,ABU-ABU,BIRU,MAGENTA / PINK
HONDA	VERZA SERIES	CB150 VERZA	2018,2019,2020,2021	HITAM,MERAH,PUTIH
HONDA	VERZA SERIES	VERZA 150	2013,2014,2015,2016,2017,2018,2019	HITAM,MERAH,PUTIH,SILVER
HONDA	TIGER	TIGER	2011,2012	HITAM,MERAH,PUTIH,SILVER
HONDA	TIGER	TIGER REVO	2011,2012,2013,2014	HITAM,MERAH,PUTIH
HONDA	KHARISMA SERIES	KHARISMA 125D	2002,2003,2004,2005,2006	HITAM,MERAH,PUTIH,ABU-ABU,BIRU,ORANYE,SILVER,COKLAT,GOLD,VIOLET,HIJAU
HONDA	KHARISMA SERIES	KHARISMA X 125	2003,2004,2005,2006	HITAM,MERAH,PUTIH,BIRU,KREM,HITAM-BIRU
HONDA	CS1 SERIES	CS1	2011,2012,2013	HITAM,MERAH,PUTIH,ABU-ABU,BIRU,ORANYE,SILVER,COKLAT,GOLD,VIOLET,HIJAU
HONDA	WIN SERIES	WIN	1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005	HITAM
HONDA	ASTREA GRAND	GRAND	1991,1992,1993,1994,1995,1996,1997,1998	HITAM,MERAH,BIRU,KREM
HONDA	ASTREA LEGENDA	LEGENDA	2001,2002,2003,2004	HITAM,MERAH,PUTIH,ABU-ABU,BIRU,COKLAT,KREM
HONDA	SH150i SERIES	SH150i	2018,2019	HITAM,MERAH,PUTIH
HONDA	FORZA SERIES	FORZA 250	2018,2019,2020,2021	HITAM,PUTIH,ABU-ABU
HONDA	GL SERIES	GL MAX	1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005	HITAM,PUTIH
HONDA	GL SERIES	GL PRO	1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999	HITAM,PUTIH
HONDA	GL SERIES	GL100	1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1999	HITAM,PUTIH
HONDA	SUPRA FIT SERIES	SUPRA FIT	2005,2006,2007,2008	HITAM,MERAH,BIRU,HIJAU
HONDA	SUPRA FIT SERIES	FIT S	2004,2005,2006,2007,2008	HITAM,MERAH,BIRU,COKLAT,KUNING
HONDA	SUPRA FIT SERIES	FIT X	2006,2007,2008,2009	HITAM,MERAH,BIRU,KUNING
HONDA	CB100 SERIES	CB 100	1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985	HITAM,MERAH,PUTIH
HONDA	ASTREA PRIMA	PRIMA	1989,1990,1991,1992,1993,1994,1995,1996,1997	HITAM,PUTIH
HONDA	SUPERCUB SERIES	SUPERCUB C125	2018,2019,2020	HITAM,MERAH,BIRU
HONDA	ASTREA SUPRA	SUPRA	1997,1998,1999,2000,2001	HITAM,MERAH,PUTIH,ABU-ABU,BIRU,ORANYE,SILVER,COKLAT,GOLD,VIOLET,HIJAU
HONDA	ADV150 SERIES	ADV150 CBS	2019,2020,2021	HITAM,MERAH,PUTIH,HITAM-COKELAT,HITAM-SILVER
HONDA	ADV150 SERIES	ADV150 ABS	2019,2020,2021	HITAM,MERAH,PUTIH,HITAM-COKELAT,HITAM-SILVER
HONDA	GENIO SERIES	GENIO CBS	2019,2020,2021	HITAM,MERAH,SILVER,PUTIH-BIRU,HITAM-MERAH
HONDA	GENIO SERIES	GENIO CBS ISS	2019,2020,2021	HITAM,PUTIH,PUTIH-BIRU,PUTIH-MERAH,HITAM-MERAH
HONDA	KIRANA SERIES	KIRANA	2002,2003,2004,2005	HITAM,PUTIH,ABU-ABU,BIRU,COKLAT
HONDA	ASTREA STAR	STAR	1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995	HITAM,PUTIH
HONDA	ASTREA IMPRESSA	IMPRESSA	1997,1998,1999,2000,2001	HITAM,MERAH,ABU-ABU,BIRU,COKLAT,KREM
KAWASAKI	ATHLETE SERIES	ATHLETE PRO	2008,2009,2010,2011,2012,2013,2014	MERAH,PUTIH,BIRU,HIJAU
KAWASAKI	BAJAJ PULSAR	BAJAJ PULSAR	2013,2014,2015,2016	HITAM,MERAH
KAWASAKI	D - TRACKER	D-TRACKER SE	2014,2015,2016,2017,2018,2019,2020,2021	MERAH,PUTIH
KAWASAKI	D - TRACKER	D-TRACKER STANDAR	2014,2015,2016,2017,2018,2019,2020,2021	HITAM,HIJAU
KAWASAKI	D - TRACKER	D-TRACKER X	2013,2014,2015,2016,2017,2018,2019,2020	HITAM,BIRU
KAWASAKI	EDGE	EDGE R	2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020	HITAM,MERAH,BIRU,HIJAU
KAWASAKI	ER6N	ER6N		HITAM
KAWASAKI	ESTRELLA	ESTRELLA SPECIAL EDITION	2014,2015,2016,2017,2018,2019,2020	HITAM,BIRU
KAWASAKI	KLX150	KLX 150	2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021	HITAM,HIJAU
KAWASAKI	KLX150	KLX 150 G	2019,2020,2021	HITAM,HIJAU
KAWASAKI	KLX150	KLX 150 L SE	2019,2020,2021	HIJAU
KAWASAKI	KLX150	KLX 150 L	2019,2020,2021	HIJAU
KAWASAKI	KLX150 BF	KLX150 BF SE EXTREME	2015,2016,2017,2018,2019,2020,2021	BIRU,ORANYE
KAWASAKI	KLX150 BF	KLX 150 BF SE	2015,2016,2017,2018,2019,2020,2021	BIRU
KAWASAKI	KLX150 BF	KLX 150 BF	2015,2016,2017,2018,2019,2020,2021	HITAM,HIJAU
KAWASAKI	KLX 250 SERIES	KLX 250S	2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021	PUTIH,HIJAU
KAWASAKI	KSR SERIES	KSR PRO	2013,2014,2015,2016,2017,2018,2019,2020,2021	HIJAU,KUNING
KAWASAKI	KX SERIES	KX 65	2015,2016,2017,2018,2019,2020	HIJAU
KAWASAKI	KX SERIES	KX 85	2014,2015,2016,2017,2018,2019,2020	HIJAU
KAWASAKI	KX SERIES	KX 250F	2012,2013,2014,2015,2016,2017,2018,2019,2020	HIJAU
KAWASAKI	NINJA 250 SERIES	NINJA 250 SE ABS LTD	2013,2014,2015,2016,2017,2018,2019,2020,2021	HITAM,ORANYE
KAWASAKI	NINJA 250 SERIES	NINJA 250 SE ABS	2013,2014,2015,2016,2017,2018,2019,2020,2021	HITAM,MERAH
KAWASAKI	NINJA 250 SERIES	NINJA 250 SE	2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021	HITAM,HIJAU
KAWASAKI	NINJA 250 SERIES	NINJA 250 SE LTD	2012,2013,2014,2015,2016,2017,2018,2019,2020,2021	HITAM,HIJAU
KAWASAKI	NINJA 250 SERIES	NINJA 250	2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021	HITAM,MERAH,PUTIH,HIJAU,PUTIH-HITAM
KAWASAKI	NINJA 250 SERIES	NINJA 250 SL	2014,2015,2016,2017,2018,2019,2020,2021	MERAH,PUTIH,SILVER,HIJAU
KAWASAKI	NINJA 250 SERIES	NINJA 250 ABS SE MDP SMART KEY	2018,2019,2020,2021	HITAM
KAWASAKI	NINJA 250 SERIES	NINJA 250 ABS SE SMART KEY	2018,2019,2020,2021	PUTIH
KAWASAKI	NINJA 250 SERIES	NINJA 250 SL KRT	2020,2021	HIJAU
KAWASAKI	VERSYS SERIES	VERSYS-X 250 TOURER	2015,2016,2017,2018,2019,2020	ORANYE,HIJAU
KAWASAKI	VERSYS SERIES	VERSYS-X 250	2015,2016,2017,2018,2019,2020	ABU-ABU,HIJAU
KAWASAKI	VULCAN	VULCAN		HITAM
KAWASAKI	W 175	W175	2017,2018,2019,2020,2021	HITAM,PUTIH,ABU-ABU,KUNING
KAWASAKI	W 175	W175 CAFE	2019,2020,2021	MERAH,SILVER,KUNING
KAWASAKI	W 175	W175 SE	2017,2018,2019,2020,2021	HITAM,PUTIH,HIJAU,KUNING
KAWASAKI	Z125 SERIES	Z125 PRO SE	2015,2016,2017,2018,2019,2020	MERAH
KAWASAKI	Z125 SERIES	Z125 PRO	2015,2016,2017,2018,2019,2020	HITAM,SILVER
KAWASAKI	Z250 SERIES	Z250	2013,2014,2015,2016,2017,2018	HITAM,ORANYE,SILVER
KAWASAKI	Z250 SERIES	Z250SL ABS	2014,2015,2016,2017,2018	ORANYE,SILVER
KAWASAKI	Z250 SERIES	Z250SL	2014,2015,2016,2017,2018	ORANYE
KAWASAKI	Z250 SERIES	Z250 ABS	2013,2014,2015,2016,2017,2018	HITAM
KAWASAKI	KLX 230	KLX 230	2019,2020,2021	HIJAU
KAWASAKI	KLX 230	KLX 230 SE	2019,2020,2021	HIJAU
KAWASAKI	W 800	W800	2020,2021	HITAM
KAWASAKI	NINJA 150 SERIES	NINJA 150 RR	2011,2012,2013,2014,2015	HITAM,MERAH,HIJAU
KAWASAKI	NINJA 150 SERIES	NINJA 150 SS	2011,2012,2013,2014,2015	HITAM,MERAH,HIJAU
KAWASAKI	NINJA 150 SERIES	NINJA 150 R	2011,2012,2013,2014,2015	HITAM,MERAH,BIRU,HIJAU
